0.000000000000000000e+00,1.505920169511297362e-02,0.000000000000000000e+00
0.000000000000000000e+00,9.411099224039765282e-05,0.000000000000000000e+00
0.000000000000000000e+00,3.098460277068717291e-03,0.000000000000000000e+00
0.000000000000000000e+00,5.090622199934761311e-02,0.000000000000000000e+00
0.000000000000000000e+00,6.097687777757671707e-03,0.000000000000000000e+00
0.000000000000000000e+00,1.778262693985985070e-03,0.000000000000000000e+00
0.000000000000000000e+00,1.449528058571516835e-03,0.000000000000000000e+00
0.000000000000000000e+00,2.302271552958824394e-04,0.000000000000000000e+00
0.000000000000000000e+00,4.022722449170484937e-03,0.000000000000000000e+00
0.000000000000000000e+00,2.165974699600511401e-03,0.000000000000000000e+00
0.000000000000000000e+00,1.164817665595017969e-03,0.000000000000000000e+00
0.000000000000000000e+00,3.116667127263174006e-03,0.000000000000000000e+00
0.000000000000000000e+00,1.893690022664535136e-03,0.000000000000000000e+00
0.000000000000000000e+00,5.695129581956122344e-03,0.000000000000000000e+00
0.000000000000000000e+00,7.378520896448372305e-04,0.000000000000000000e+00
0.000000000000000000e+00,1.918277158151078521e-03,0.000000000000000000e+00
0.000000000000000000e+00,9.893535383055275176e-03,0.000000000000000000e+00
0.000000000000000000e+00,1.271693180513207636e-02,0.000000000000000000e+00
0.000000000000000000e+00,2.119748376283129947e-03,0.000000000000000000e+00
0.000000000000000000e+00,1.411382141603141627e-03,0.000000000000000000e+00
0.000000000000000000e+00,5.450860128263322786e-03,0.000000000000000000e+00
0.000000000000000000e+00,8.316263293879190902e-03,0.000000000000000000e+00
0.000000000000000000e+00,2.259513195001850924e-02,0.000000000000000000e+00
0.000000000000000000e+00,2.170212757697942505e-03,0.000000000000000000e+00
0.000000000000000000e+00,6.424870296221901235e-03,0.000000000000000000e+00
0.000000000000000000e+00,1.678917989770082556e-03,0.000000000000000000e+00
0.000000000000000000e+00,1.536800541234884833e-02,0.000000000000000000e+00
0.000000000000000000e+00,2.109986557064746655e-03,0.000000000000000000e+00
0.000000000000000000e+00,1.893784100423818659e-02,0.000000000000000000e+00
0.000000000000000000e+00,1.768491025808877071e-02,0.000000000000000000e+00
0.000000000000000000e+00,5.078643958444141199e-04,0.000000000000000000e+00
0.000000000000000000e+00,1.742771910738704234e-03,0.000000000000000000e+00
0.000000000000000000e+00,2.098077251974919937e-03,0.000000000000000000e+00
0.000000000000000000e+00,5.990250587924877967e-04,0.000000000000000000e+00
0.000000000000000000e+00,6.115650772612031029e-03,0.000000000000000000e+00
0.000000000000000000e+00,3.737845329114914089e-04,0.000000000000000000e+00
0.000000000000000000e+00,5.199085273931438288e-03,0.000000000000000000e+00
0.000000000000000000e+00,5.801497051427609861e-04,0.000000000000000000e+00
0.000000000000000000e+00,4.764152545903001419e-03,0.000000000000000000e+00
0.000000000000000000e+00,1.153495627875746228e-03,0.000000000000000000e+00
0.000000000000000000e+00,7.056475641239117781e-03,0.000000000000000000e+00
0.000000000000000000e+00,5.331611332476227745e-04,0.000000000000000000e+00
0.000000000000000000e+00,9.455168090935665154e-03,0.000000000000000000e+00
0.000000000000000000e+00,1.053878079778762175e-02,0.000000000000000000e+00
0.000000000000000000e+00,2.374337890713431199e-03,0.000000000000000000e+00
0.000000000000000000e+00,1.663182839440970973e-03,0.000000000000000000e+00
