3.066327092215692315e-02,4.706196373176130786e-03,3.335162065172795134e-03,-4.510133990148186361e-04,-3.494235879023193259e-03,-6.735246810238250045e-03,-8.226001951604054382e-03,-8.316857099520532856e-03,-6.152195746035818251e-03,-4.019493571706230818e-03,-2.820380455312232948e-04,2.190339227564720020e-03,5.377278615698412485e-03
4.706196373176130786e-03,3.034289405290774982e-02,5.410091436790294590e-03,3.073992824749508489e-03,-6.067096380020594757e-04,-3.713625454612986491e-03,-6.860450241567350900e-03,-8.186099924396937969e-03,-8.769436969533927345e-03,-6.678708734117815363e-03,-4.077590157197399055e-03,-7.725826377134053678e-04,2.992420137318351978e-03
3.335162065172795134e-03,5.410091436790294590e-03,3.103435520264699946e-02,5.104080950976979010e-03,2.036348779265284570e-03,-6.174307013049023640e-04,-3.757048239677040179e-03,-6.816842262474674848e-03,-8.287831822622583611e-03,-8.314777742249590542e-03,-6.824113959504207565e-03,-3.922705655759259682e-03,-5.939090077003454562e-04
-4.510133990148186361e-04,3.073992824749508489e-03,5.104080950976979010e-03,3.130187953629061381e-02,5.009829204851810359e-03,2.961049429818597700e-03,-3.012860624154953542e-04,-3.714250047799929483e-03,-6.792443951115212201e-03,-8.660962158263656868e-03,-8.189217269359843829e-03,-6.494743863608997553e-03,-3.626486218082643903e-03
-3.494235879023193259e-03,-6.067096380020594757e-04,2.036348779265284570e-03,5.009829204851810359e-03,3.115622886997609226e-02,4.444798219941632419e-03,2.800094730285892456e-03,-1.107558737550153272e-04,-3.639238743750356376e-03,-6.054145141471628175e-03,-8.163206751678140846e-03,-8.234418039839239839e-03,-6.516721797010124190e-03
-6.735246810238250045e-03,-3.713625454612986491e-03,-6.174307013049023640e-04,2.961049429818597700e-03,4.444798219941632419e-03,3.133013327076359517e-02,4.760686302438678352e-03,2.517110653273263096e-03,-5.940543058982407669e-04,-3.529704451845024765e-03,-6.731009683584493301e-03,-8.341159848910774041e-03,-7.887399855048000952e-03
-8.226001951604054382e-03,-6.860450241567350900e-03,-3.757048239677040179e-03,-3.012860624154953542e-04,2.800094730285892456e-03,4.760686302438678352e-03,3.154532253307252426e-02,4.892302178318539904e-03,3.012547766435056014e-03,-3.343179713038041422e-04,-4.263946830826040139e-03,-6.531431354893286502e-03,-8.113003025297459148e-03
-8.316857099520532856e-03,-8.186099924396937969e-03,-6.816842262474674848e-03,-3.714250047799929483e-03,-1.107558737550153272e-04,2.517110653273263096e-03,4.892302178318539904e-03,3.080236573122115129e-02,5.037113642480777961e-03,3.361006737986487174e-03,-2.106564973921545738e-04,-3.970254122101800343e-03,-6.827315566822604945e-03
-6.152195746035818251e-03,-8.769436969533927345e-03,-8.287831822622583611e-03,-6.792443951115212201e-03,-3.639238743750356376e-03,-5.940543058982407669e-04,3.012547766435056014e-03,5.037113642480777961e-03,3.054752519878695810e-02,5.189436148298952507e-03,2.999926034396864245e-03,-7.772649745026163556e-04,-4.395789362791847552e-03
-4.019493571706230818e-03,-6.678708734117815363e-03,-8.314777742249590542e-03,-8.660962158263656868e-03,-6.054145141471628175e-03,-3.529704451845024765e-03,-3.343179713038041422e-04,3.361006737986487174e-03,5.189436148298952507e-03,3.058893091041405346e-02,4.938675501703590140e-03,2.811268957639511106e-03,-4.868786007313306158e-04
-2.820380455312232948e-04,-4.077590157197399055e-03,-6.824113959504207565e-03,-8.189217269359843829e-03,-8.163206751678140846e-03,-6.731009683584493301e-03,-4.263946830826040139e-03,-2.106564973921545738e-04,2.999926034396864245e-03,4.938675501703590140e-03,3.106576899824179533e-02,5.335243438405479384e-03,2.512409504034840077e-03
2.190339227564720020e-03,-7.725826377134053678e-04,-3.922705655759259682e-03,-6.494743863608997553e-03,-8.234418039839239839e-03,-8.341159848910774041e-03,-6.531431354893286502e-03,-3.970254122101800343e-03,-7.772649745026163556e-04,2.811268957639511106e-03,5.335243438405479384e-03,3.110562953996066568e-02,5.391638935982493580e-03
5.377278615698412485e-03,2.992420137318351978e-03,-5.939090077003454562e-04,-3.626486218082643903e-03,-6.516721797010124190e-03,-7.887399855048000952e-03,-8.113003025297459148e-03,-6.827315566822604945e-03,-4.395789362791847552e-03,-4.868786007313306158e-04,2.512409504034840077e-03,5.391638935982493580e-03,3.142704286213240938e-02
